Subject,WA_AVG,BVT_AVG,BVC_AVG,BVC_SD,BVT_SD,WA_SD,BVC_NORM,BVC_SD_NORM,BVT_NORM,WA_NORM,RTQ_AVG,RTQ_SD,RTQ_NORM,RTQ_SD_NORM,BR_AVG,WL_AVG,WL_SD,BR_SD,BR_NORM,BR_SD_NORM,WA_SD_NORM,WL_NORM,WL_SD_NORM,Treatment,M_Stress,
T082,37644.70717948725,94.42964770899333,612.1121292453697,298.65152339851346,20.413199706836494,17535.826370789902,2.1052346791471686,9.312227831831457,1.2603172373874585,1.900742688271558,0.45812750205161973,0.26750639690871153,0.6465369165535314,2.187840289031761,10.26664509618715,159.76923076923077,70.63017925945128,5.302159665258058,0.661731946,2.999716915347017,4.17294951,1.6406003159557663,6.331228119456097,PR,0,17
T083,109154.91633333336,167.1160488544644,953.5782816868151,198.38773963747232,50.35945282303727,40877.874045005374,3.432345874120045,2.609410874454269,1.8933858998491502,3.519284829074041,0.4301432728230674,0.078111435,0.48707560245651477,0.4515432681065692,11.226824660144871,135.75,21.67948339,1.7535974748520418,0.5869455180751645,0.5229248648378555,6.905508439025927,1.6821561338289963,1.337698649748266,PR,0,18
T084,39968.61357575757,155.76568247329396,679.0762633,239.69224661296153,34.156373637341616,15624.416468385938,2.268790268399657,1.6671567474653972,2.1970714633080357,1.4709181841535464,0.6823451042370833,0.24034421790317692,1.048056719115609,0.9923293535694571,15.049916943317168,113,45.09519252524474,6.111256678966241,1.0148055659559139,2.4869276166928738,2.041165951912086,1.0970873786407767,1.3421534293539619,PR,0,19
T085,7873.519208333106,49.89507313899745,377.3628491115131,150.40133917839796,4.0359700997463195,4549.370443262391,3.012246731689327,4.978746019445492,1.4426418592307726,1.782261218,0.7832258448346292,0.14780745028848238,0.44385573314048726,0.6551145841903795,8.619032460054681,183.25,71.88574267544296,3.605661168011966,0.5108055923479139,1.4899236377071654,6.514380842985942,2.040159045725646,3.092957556126005,PR,0,20
T093,27038.771733333077,75.01314199531495,413.2774370915148,388.05628875831854,55.24755069653704,37254.09303680044,1.1481443578380375,3.220265151526783,1.1328770161296209,3.9488588524250963,0.821558742,0.332829925,1.062304047180111,3.3090890371757298,10.68832802429348,154.7,67.48086148432508,6.354843315327331,0.9232790958129202,3.022555475748137,16.550855466671994,1.1531536697247704,2.0113763987173803,PR,0,21
T094,33084.446666666576,124.8953713252897,501.4922555640661,174.3059972134426,17.546816162045875,12493.451451384413,1.4334577123068653,3.7383043415176624,1.081098252084934,1.0643023346806877,0.5901049528034348,0.23870327016168447,0.7172208540786232,2.6993601907801783,15.531971840249735,102.57142857142857,30.539996038386963,4.901827141083401,0.7819312581952964,3.695438184639135,4.662333460132182,1.3543411927877946,5.8445301602891115,PR,0,22
T096,36468.07813333338,98.81205680952202,543.2210290637879,270.68198255275445,23.31541343893907,14703.015899327589,1.7716431372789807,1.84242851,1.569937490489145,1.1432787058603475,0.39568388078254907,0.14940176325375926,0.674722635,1.342123851197528,11.879116141367833,138.5,45.971806847168715,4.020365807136162,0.9288369211294725,1.468074241,0.6659760866020353,1.138512124948623,1.489604093484606,PR,0,23
T098,16114.231952380987,74.56163890889795,497.4264243545698,173.8106839446604,13.94288837933442,4496.756259424436,0.8668003582661437,0.8852740572277662,0.913068902,0.2742047480720073,0.7458027892953302,0.4076311089916769,0.9494101856835582,2.2789438682572833,9.995776299,165.85714285714286,63.66314549054264,3.9903613342393585,1.1030697668817329,1.868010750302087,0.24990116725420966,0.9675000000000001,1.5519592340441244,PR,0,24
T099,21070.275461538193,63.768439564570286,430.5209377850293,142.04325206623503,7.811200617233626,9437.043584084411,1.2325810703561544,2.219417606602737,1.3231337494860755,0.5230190552094307,0.47460347071437536,0.18454538831173953,0.5206504409629594,0.829924729,9.670291736,163.69230769230768,54.52607938714586,6.904378987247798,1.1352209925731758,6.821450060066967,1.408193428989222,0.9244422378750735,1.9268521100772644,PR,0,25
T106,54185.96683333325,152.33878844486392,1137.372221567833,792.1245916205166,55.56836661906919,18343.761849978953,1.7651588457803575,2.379221854785434,1.076930166189741,0.9095395533763122,0.7346707172288567,0.1973594983724472,1.0553489563472274,0.92288853,10.156995189135944,191.75,88.86319073,6.927400715882881,0.7387372681512231,1.8397709616137141,0.4829604927961444,1.6653225806451613,2.3249660372442933,PR,0,26
T112,103071.94785185179,239.06973860899623,1409.2618091900597,499.05883476868536,61.62766511208665,34553.57911704758,4.990231571030256,8.408622834966888,2.826884012508431,3.6803126083856608,0.7144171651086412,0.3587094278959113,0.692671707,2.325492418,10.95211823254126,145.66666666666666,52.76425036,4.966773163735495,0.5923631941594519,1.5287073402131286,6.736006964504795,1.7372605710155402,2.6115822391097336,PR,0,27
T114,34820.73433333263,74.65867916561484,292.66202232921034,286.8854446692986,55.70463026010653,32854.41264,1.3870747198692508,7.475389729141655,1.8557237154902728,1.905864120427937,0.8225806451612905,0.3186889100522833,0.9670791425908519,2.3251949513607673,13.157894736842104,114,9.626352718795768,1.2319398067562584,1.1233516415847027,0.7013733689473372,8.266569816165232,0.8769230769230769,0.41750626834511306,PR,0,28
T121,24108.916911111337,67.81034588,446.20921717361125,179.36391289971465,14.907660608751021,9425.378040039473,0.9604079050073867,1.0517279211985977,1.2242477370727591,0.6579502056173334,0.5085540203199225,0.20767281809063828,0.6314321402034808,0.7659672354654781,10.580944033255358,164.66666666666666,71.42915768419819,5.332434283831693,1.4103353707318833,1.6726705917844746,0.6659741048488729,0.7846607669616519,0.9987635127396051,PR,0,29
T122,43683.62067,180.7786706870601,1008.468724584164,472.46092719431175,29.67812288391826,20399.86814,3.5445266583459394,11.301421891278036,2.7780812830134107,1.9611161884616102,1.0066587791752704,0.4492094062934847,1.433549063668855,3.7061356097846776,12.805646951619531,140.63636363636363,64.14886532961377,7.256710597485662,0.9016140418071783,3.0374716058201323,4.584721109613535,1.305642633,3.298384511658622,PR,0,30
T124,7179.870208333596,48.17815610713286,235.19871079495118,84.13275541977234,4.283233021126808,3284.906933613027,0.8768724547511161,0.690620619,0.9660531218004149,0.5206640119896272,0.7609524860204206,0.23220368354662724,0.9502530163011698,1.5740100210587626,12.94204494840137,122,40.15420276882608,3.625540474350012,0.98183065,0.5864718987320898,0.4400230284203811,0.902589396,0.5917772930599089,PR,0,31
T126,27906.148314814705,126.36217035760372,594.8288215035531,356.16137610819203,38.13111858053175,17411.152394060653,1.589387502786691,9.486350265625232,0.9761908461799789,0.935545822,0.8803068975384613,0.3652197525879047,1.060890751416942,2.688637927034392,14.009415808392028,118.05555555555556,41.21540973956222,5.6334756881667785,0.6688266241269397,2.2399601926928714,8.825799029379954,1.632104455,3.5721174793037926,PR,0,32
T128,16620.00230000019,53.97377374263781,444.49566811657377,131.0963495645884,5.643026873596039,3971.5409447120255,2.3428981863976754,5.4926866067269415,0.8454075887909608,1.1360312719589358,0.5176574937643197,0.11675980365949026,0.6170589497144895,0.6627792551392001,7.605518117212673,208.4,60.83013690232462,3.3982812380403513,0.3757006106584406,1.7257025458569493,2.6175062925701136,2.793149664929263,8.897632003799885,PR,0,33
T130,7794.371264957202,52.351206656835124,296.42541217459916,131.59726542868523,9.207091681361703,3593.7722455438147,1.4148712061620026,0.25277122730885077,1.187771058090012,1.1530418037022332,0.8075887231371544,0.35548285898997595,1.109952080888403,1.0544722889108555,12.765915474856941,139.6153846153846,60.614256102270595,5.933667061,0.9687022631995876,1.718849467842111,0.14698921143024538,1.1660527668322769,2.098125432637949,PR,0,34
T132,13529.892428571447,92.67378406423532,402.0184152690645,190.0265023535217,32.99801017428593,6932.340805378231,1.0110549915064007,1.322615682791884,1.849138565787978,0.6019898359861974,0.9785021966564825,0.39353111007888675,1.159956962910774,1.5927506320217737,16.11591208340628,110.19047619047619,66.28428777,7.607764845069328,2.0308652510992364,1.2489104081772135,0.45707737530919806,0.5598161364461111,1.0864474785867781,PR,0,35
T138,127540.65792592615,246.9026900669678,1845.0858106951641,357.92352400068177,44.68331737543389,16303.569875899882,1.782490092288389,1.2818272408934117,1.0835813800917469,1.5574227653758048,0.37990864097249033,0.22977308958504136,0.5728751486720634,1.8104164521961483,8.039268608559029,194.66666666666666,55.15942334244507,4.4340626643647285,0.590806548,1.6218297737920846,0.8757293908125351,1.7172862843940346,1.9142512052349567,PR,0,36
T139,3517.898027027026,42.954581973091535,198.0862341082688,181.0993157056163,26.793270190409924,6223.123860562367,0.959953756,3.3762438401026893,1.1549655674767725,0.8656471385628721,0.9317278114024998,0.7569261791347607,1.1102406511672769,3.530859003664535,16.084252472058846,109.94594594594595,61.73357956166469,6.757111211620414,1.3954873800993042,2.0174537268530095,4.180859067808287,0.8063086659210285,2.010392732200967,PR,0,37
T141,30984.909760000035,138.99954569300436,841.8029852173354,315.6120446363392,32.13824460826547,13042.664115658585,2.5264172491785937,2.988927854289585,1.6825256023850022,1.2313175332818924,0.9126368226046153,0.3935439396357721,1.2539650950851786,2.6917475321849915,10.972399258039866,150.44,46.98693744871363,4.0266594869129095,0.705496937,1.1289129825687292,2.1242030021483513,1.4964190981432361,1.5810783581870609,PR,0,38
T144,10604.757282051329,50.64884465974195,203.29043518649445,93.23606762771959,10.081444758318696,4619.634951370499,1.3581946578324187,4.566432101565727,1.2944361021164903,2.416505032665927,0.682141146,0.28039383778058663,0.9308283649740644,2.194147520599053,16.434938138068848,103.76923076923077,58.3756418,6.701830377883106,1.043720122433987,4.832907372545321,5.644447825496496,1.0835853335853336,7.074476854486743,PR,0,39
T145,41742.26792982436,114.25284160755567,690.5459857225424,333.2133358378538,42.09992459466987,25331.254400611375,3.478963987,1.754838838034383,2.418096786178076,6.831024419556625,0.4554151276798136,0.1592168039515955,0.43233195088021026,0.2384325051014975,11.355938746030409,149.26315789473685,57.18335866260837,5.194826028951672,0.6370980654269536,1.0315797708007666,2.823207066176048,1.652359681491552,0.8963327281246377,PR,0,40
T151,13517.609025641274,65.09381167354167,336.1629304425493,222.83726882118322,21.135942416809158,10682.322547899492,1.615824491,3.921856969063564,0.892850598,1.0442648022540055,0.8487883847873198,0.36613535594880264,1.0780548180583842,1.6171444895457565,14.000212097379462,137.76923076923077,73.68551794997138,8.516352418,0.6499490722314846,3.720633120988845,5.338268521284151,1.9681318681318682,9.382810617478219,PR,0,41
T152,15994.910777777557,51.40701870915144,338.82950711367135,113.20021267848846,5.0082698014410365,3912.100304542811,1.6509767662630757,6.992033488741493,1.026842598518792,1.369592115929131,0.4869039234786391,0.22353775541784252,0.7036137322469463,3.2227039047171777,9.511978921603525,165.86666666666667,51.9104899,2.5236184489717246,0.6469946711277474,2.1197084878002266,2.3636594462620293,1.6168195718654435,6.007769053890107,PR,0,42
T154,7324.731749999977,47.267981773262065,233.15252908109954,94.75978948338395,3.3185964334379907,2498.246903,1.9915788737870126,5.703535134983523,1.088221610235995,1.2259418061119232,0.5923819085783182,0.1653623865886454,0.6820592704852179,1.9727970847598746,13.707420144304587,126.5,53.299178878626286,5.717562668370411,0.6121885902687113,2.708666791333465,3.4723732166755563,1.8787128712871288,6.745784998745676,PR,0,43
T156,136014.49416666664,279.5805054,2472.6284329637015,1246.1334572478347,52.45180620969403,8076.711833333597,10.935763179917206,20.559801204520276,4.7894072774648695,9.836135077936126,0.9546102903718798,0.10692817116658176,1.4022227977603001,0.6606435051313001,8.234126984126984,207.5,72.5,2.8769841269841265,0.5156221177985849,0.9211711059509028,1.658512304308508,2.1521175453759724,2.7574090864829124,PR,0,44
T157,47145.32933,133.19856738853116,816.1596309,320.8590523548018,28.69896259986817,16525.834937465414,2.2287961771447535,5.665276805076378,1.3822209669392196,1.552906333,0.5971656318001629,0.3956717978388766,0.8019008623564002,3.533211977504839,11.105052100180455,152.77777777777777,62.18421048029678,5.355028673,0.6859924461928849,1.8260949187825746,3.999901065315741,1.6111800385993933,3.3360269628962014,PR,0,45
T162,13241.764666667023,55.55772876126186,287.3802713943979,101.0768183069502,2.7359415811366974,2138.013240416791,1.9398825759042675,4.694310143644316,1.269468061229989,2.6085014472182952,0.6420550980111559,0.18573814575726938,0.8202442833041567,1.4024093381064267,12.003093162882696,132.4,43.49337270651421,3.947995401294826,0.662843573,1.6364406550912434,2.7146380024572383,1.577178683,3.5551983304214203,PR,0,46
T166,10349.868971014597,91.59509499683553,326.70979558049936,159.8904643594755,17.832280296304038,5079.155499008317,0.9894620495915565,0.3868270812165929,1.3467203308840123,0.45721895732936074,1.0563044558138015,0.4385094282866194,1.3533016557184365,1.4818298160736096,18.75797427596141,89.78260869565217,42.707264019133795,6.660280734803599,1.204446179,1.275078440196994,0.1376715819980249,0.8598494049064852,0.5306545513761268,PR,0,47
T172,8651.097904761855,46.471556333855524,341.13258901549483,97.06346121729554,11.474120741934302,4509.263753041205,1.7380865261287963,0.8731878553013032,1.002353035869967,0.8366871628445518,0.9923795076359434,0.2416485394630993,1.2660863629010182,0.8655363379562122,9.156451271915268,179.57142857142858,57.40069255830316,5.125064728470569,0.549398485,0.9119075013717248,0.9531601180376106,1.6965323920265782,1.0181354729502392,PR,0,48
T173,19159.630833333453,84.99716906381255,401.7070510597562,237.67504912712064,16.824565331209964,9075.528599168516,1.8428188628753293,2.7009801250875842,1.218045359148525,1.2521939711501513,0.7377705148268529,0.31275191282994846,0.8105012339963573,2.6868535666856244,13.488602734113524,121.6,51.54986798129447,5.826362122222519,0.6731668189885796,1.2511105626219343,1.6849334383970658,1.549044585987261,2.288755687156545,PR,0,49
T174,14761.403166666743,61.04285206083005,468.45641796664506,192.2941042,8.574528652965123,5719.232685972955,2.3038717126642263,4.164675970192025,1.5026926710509987,1.8037665695118155,0.7033807979445729,0.3484917032657887,1.2621349613578603,3.525060718193266,7.964745055704054,195.5,57.62291210968082,3.2075780931059206,0.6554707466440023,1.4479472652374505,3.2295087070475543,1.5515873015873016,2.212240645411049,PR,0,50
T175,22338.069941176596,68.18379324212421,377.3426342118355,126.6675949946298,15.221054751722475,11174.870555565538,2.613982131,3.7947109449309426,1.5817709602563395,3.9467028177755368,0.4922711112297559,0.18826692943351778,0.7094081611540513,1.5028246560245944,11.859561395900785,138.76470588235293,45.14458152422315,4.559461185873739,0.6560581376188194,1.9458531601361015,13.48329022297448,1.6582780339669325,2.9790206195678417,PR,0,51
T176,19756.17720000013,64.93860930124752,383.06086871103315,177.9714425959851,21.533673452448923,9629.683657196992,2.665954163,4.900458937103752,1.5682546397805446,3.9966694001108345,0.7647939322538979,0.31885942405634377,1.0534513273909865,2.3888705972212887,11.26219736732794,142.4,47.00351666112225,4.096168344358305,0.6394146690807283,1.0484104163833767,7.4847078611791655,1.647603305785124,2.6118551326095316,PR,0,52
T178,6701.882912280822,42.01886736108038,225.01668463967556,100.10336378173453,5.34673997,4364.879901184903,0.6166863451449222,0.14857020383034322,0.6294831688433572,0.22242083361880152,0.7227403762732191,0.7382500168875964,0.8989971440640074,2.2153231675066962,12.855875745463742,132.31578947368422,52.83259833390762,7.095660518832369,1.0098000799334705,1.5848537781622154,0.048425067,1.0279806063438286,1.286650119972831,PR,0,53
T003,47439.66778947361,173.67665357293018,679.9278741615481,465.67986129898077,47.18109188417561,35232.22941214093,1.7147155040848365,5.123789467,1.3928705622486164,1.181950555063702,0.7937732327456642,0.23436943289648113,0.9619879280978609,2.7233589009771513,17.249114250878403,99.94736842105263,46.97163372717623,6.006286382372763,0.8998349130082606,2.2449126951498983,3.510314165202168,1.2560146832680192,2.755660647165512,ST,1,1
T005,26780.873416666742,65.62660035200074,227.12867339568092,91.94240079415103,13.622778982958101,9871.407881418156,1.2890354501501602,5.771983726887213,1.4455350178065114,1.3150948080575113,0.7739750415230882,0.13522096351696322,1.2864893876987618,1.457753889,18.526610058331862,86.33333333333333,28.75627114550678,4.1417410550409555,1.1863277997331791,2.313049830096186,4.019791078739851,0.8891177480260899,2.323176193463077,ST,1,2
T009,39277.21501257863,211.86346763691057,516.0182271726587,295.9781172544274,40.99528678182497,30284.549253468947,0.8037650555035476,2.0114911357397647,0.9075191230366193,0.5804743297954147,0.8972702975523689,0.14840506748241206,0.9493809747185499,1.8574483496320409,25.484193229646007,61.509433962264154,22.635786776147334,4.566868307354886,1.1738393944873373,2.4604100853620854,1.583490197976841,0.8870334522782223,3.0304525712346098,ST,1,3
T011,39367.62279487184,135.6381272445618,436.39882512469615,103.5498148498252,27.403074490532518,9307.562494099091,1.2397932003322432,0.6987712002823879,1.3710545560275602,1.4726232928223175,0.7670848539389146,0.1017000946798501,1.1003680045436173,0.507647171,18.95882196895271,79.38461538461539,12.66443304559855,1.8586307448142196,1.102439143494579,0.6884890825940377,0.838344798,0.8939059487552041,0.4854975824496094,ST,1,4
T016,16239.638210145007,65.48556954226133,188.53318769022513,29.769068676113005,5.788644630255252,2183.7025766704173,0.6309524028117772,0.515927538,0.8195643097905001,0.6344833071652188,0.8131680985715605,0.16434736073162462,1.0263875824897117,1.1207725784761144,21.07109741177418,72.36956522,12.15974403513495,2.9323980872318898,1.2588849405879663,0.7370674724985411,0.5384735737285677,0.7628555715115035,0.4334147204192895,ST,1,5
T019,26273.558056910635,85.23501480906492,275.54932362902815,68.31090949494497,17.077635225929473,6009.130852618733,0.8574095050223055,1.7804436183758712,1.0224233224617865,0.8039033299754603,0.7340317643780032,0.2642558027973241,1.0279102226948156,2.893063757844859,19.133352544576596,81.87804878,19.471186294815737,4.482841767272533,1.2175629705757676,2.203849074,1.2086293085845372,0.8470142977291841,1.4539787594215594,ST,1,6
T031,23126.43134234224,68.87139737363954,265.3186415655945,173.72029965901788,23.426694331831353,17048.528499915763,1.193247107476726,4.842698611,1.5147283130596771,1.0180882022825453,0.8303980823289333,0.2317914300273295,1.1492899374780503,1.8297909751306478,16.705190633991293,97.43243243243244,36.22448092,4.549229306909373,1.3346103187271423,2.2164630734442166,2.7378347342035037,0.8002663854819912,1.904460480486491,ST,1,7
T046,53177.99187,210.31335329989184,645.9170621643141,389.2958652588944,66.31342683915148,35989.42778259025,0.6206874704511497,0.9786287904342832,1.1156663134432812,0.48178826852287016,0.8977988760651701,0.21317456501382945,0.78180416,1.5258825182546045,20.550409888185314,76.42222222222222,24.47163711498211,4.009072655586662,1.8453970069377579,2.5700224915926433,0.8397055046473539,0.5595461357311068,1.195191105368085,ST,1,8
T047,6683.188021505312,49.302801847702966,198.61182845972698,100.92582827625282,11.969198935908995,6184.291796210549,0.9226317361453813,1.5600223388939731,1.060252068451177,0.6551120247648404,0.7321028097564871,0.19060693530698222,1.1774624341259592,1.4759894957655502,16.723916064507033,100.35483870967742,45.361257806916335,5.631817149066937,1.2346655078928623,1.2596518080453065,2.400657507735358,0.8602912002693182,1.2831119517422072,ST,1,9
T051,36824.54269892467,127.68755294485155,450.92632644254604,257.2294733361742,37.64061892636801,23223.690003604883,0.6710417477159545,1.695658436894496,0.9912244617594854,0.6204990798838552,0.8649528004143443,0.14052028281605955,1.300204617321094,1.715115117192597,17.880395983831658,88.96774193548387,28.647087938967204,3.852003148254825,1.5012895042013015,2.5008760784553448,1.7225611933057943,0.6996635334330271,1.258724864102464,ST,1,10
T061,20221.7335,96.67227912215188,306.5865819554306,87.33776909950146,21.87211787972296,3997.1003650600915,0.8565132655052429,0.6173084399855462,1.0487988187288189,0.7494306778990013,0.7759547094712921,0.13433867662035598,1.1858033905394534,0.7336392793997372,19.45537940051411,79.12820512820512,17.50121946970637,3.3070947311687506,1.2219811695687335,0.9674276859953117,0.5096233736046929,0.8227744527493541,0.5226678646988684,ST,1,11
T063,26492.68187,94.93894969136458,314.85801537643863,98.75853163967349,12.39110924823996,7693.233076686989,0.9743971777069919,0.6192888319164057,1.1834798925841041,1.7794067443987434,0.8282324522621958,0.11153108865149004,1.0680182125641149,0.367897598,18.342551798997185,82.45,19.79755819937389,2.452701087392206,1.209515789602285,0.7813330063523768,0.6014274261347003,0.819157667,0.3791343557835133,ST,1,12
T064,14167.68006140359,93.86524052,301.13100411486556,130.47548911629818,16.013440236983758,6176.8803559751905,0.7877657483689894,0.9853313504655824,1.0185971800891724,0.5771536616070094,0.904227297,0.13707091287348155,1.028706834431006,1.0046737391344516,19.790353680020562,79.63157894736842,29.101965139832053,4.3844488268630855,1.2767031553264918,1.2011167828836478,0.6887979801214659,0.7826199405146774,0.9074114191714321,ST,1,13
T065,55499.74407092199,255.44633123261576,727.6419434363917,297.20924999305026,62.066995816995345,17386.391015724334,1.5831279853446345,2.989614134053832,1.8744835304000236,1.3322774253137128,0.8842205241831966,0.1551076308377119,1.2003072857197665,1.4381428001245506,22.557966646470447,72.76595744680851,39.41714035504431,5.954657845999819,1.2683260693510925,2.4164399713015796,1.835529201559192,0.851395758,2.9843975676696957,ST,1,14
T068,28215.476295238175,79.96292792943194,284.36332068244604,205.42382200203127,19.46364379861181,25551.645061955656,0.42887382,0.49830588720307817,0.9070424452156925,0.36152903732590536,0.8157597936309658,0.18666343558604515,0.9277236465330782,0.5652052090528351,18.32457741290097,88.2,40.54585550745308,4.432236593,1.9125735746917978,1.0601225774678122,0.5319709251771502,0.47437572032270464,0.39582437360666284,ST,1,15
T077,2369.3950294118154,67.38594941680307,246.09372394182344,82.07060501627511,17.01218660762442,1069.6773270918654,0.7867834863605311,0.5758230503100793,1.0414590318057333,0.3340587201003395,0.8803083811542249,0.19823790986583903,0.9978478596869905,0.7794708917738065,16.946487831298988,91.70588235294117,21.064037429692963,3.9849883030589566,1.3246787196386027,1.291949500076311,0.16209420834522406,0.7534520850593759,0.7614223144909007,ST,1,16
T078,3005.0329215686274,45.888048938761735,189.33332030556605,70.88703801430984,6.038263138423252,1114.2262071313241,1.0399775721418953,0.8529812507490525,0.9264923846671053,2.878628801162503,1.1282604150060036,0.34868178200597133,1.1429698495330862,1.1445715584385874,15.80767140170655,102.91176470588235,36.88968372637666,5.001252169525695,0.8254683836341474,0.4607366939537226,2.284951135187547,1.1019232932178606,0.9367102130882493,ST,1,17
T079,16683.470666666733,108.8362730243857,458.4889138651257,241.29299990550257,45.40000559857058,10523.228881656103,0.8715620361182131,0.8310190304071933,0.900640839,0.33812688898931337,0.9765126947157398,0.25050464002191297,1.2598695850360075,1.824234256,16.049252132529116,105.13333333333334,46.73424701169368,5.357323052752505,1.0776476620282072,1.5280540626812593,0.3207338705918907,0.9914898394521163,1.7183928029064452,ST,1,18
T082,18610.466963964012,79.56114742151517,273.5113906344024,148.55704274478953,23.40715359569024,12710.659115178825,0.9406865788057208,4.632144555367402,1.0618729176102872,0.9396728426765196,0.8203237794330686,0.2848913209540237,1.157689954335978,2.3300254393220956,19.306164403717712,84.27027027027027,29.10323053568817,5.924899135860568,1.2443700571213283,3.352034129794703,3.024718516761994,0.8653345288416379,2.608788388568416,ST,1,19
T083,37768.500361111146,101.17660326963573,392.3893309478742,259.9482979212751,33.71075086875513,28575.243209827127,1.4123810566923098,3.419122152564366,1.1463073435405853,1.2177015456805935,0.8590644502893574,0.24049200901961573,0.9727673570888965,1.3902260023826456,18.07761341246869,95.41666666666667,44.85458962610533,6.066151210746234,0.945109102,1.8089335480099928,4.82722225,1.1823626600578274,2.7676823705673335,ST,1,20
T084,19822.380968749814,60.96813595002849,228.67905831796443,158.9749783140402,16.39470500461823,16055.495189887259,0.7640155460777688,1.1057354233171315,0.8599541923482299,0.7294999253573846,0.818761633,0.17861993113973043,1.2575874368563909,0.7374831079727285,16.753044224423615,94.78125,36.57987657499974,3.6120429517623434,1.1296462691244218,1.469892338238055,2.0974818604583447,0.9202063106796117,1.0887148727216593,ST,1,21
T085,7144.033692982563,39.58306671,142.16942209076205,30.29840395511634,5.014760497565881,2361.5245451878236,1.134847741496959,1.0029701790630947,1.1444855245245906,1.617133819282331,1.6735986108211551,0.3691680120027884,0.9484318517933582,1.6362324646529762,17.281369136032232,89.13157894736842,18.476860528780318,4.107437782095172,1.0241776021873688,1.6972667027748791,3.38153827,0.9923197656168254,0.7949858102460687,ST,1,22
T091,10584.001583333393,89.54733533559774,274.97892095960157,140.76786655348437,11.931970063587569,7746.509557342493,0.4854538417975556,1.0124516371549461,1.0319383917113447,0.2648757870499116,0.9370621534543797,0.32726953579231716,0.9167023524693713,1.4756908088025018,21.517060817411835,75.57142857142857,33.86589566,5.638660450566566,2.2844127423258063,4.287765344021265,1.1553097978580917,0.4693877551020408,1.4360727748000737,ST,1,23
T093,5140.251758,52.79113614,202.9760101007153,52.367215936603046,8.883328145293982,2759.540423816643,0.563896646,0.4345666477992513,0.7972718272228215,0.7507045385339618,0.788695384,0.18919009274719306,1.0198105824405244,1.8809812911847905,16.03974997336859,96.36363636363636,21.284582903776975,3.1585182824404874,1.3855455987893839,1.5022867215018583,1.2259795095242674,0.7183069224353628,0.6344214754748643,ST,1,24
T094,13969.077070921918,89.40441543562245,239.76000559964368,79.93448968657071,10.86647461421835,3160.8724516525695,0.685326294,1.714338317,0.7738874245738787,0.4493749431480099,0.943309218,0.12146003551972695,1.146509683950925,1.3735228027275037,23.638559358073906,67.40425531914893,23.282253047233965,5.149438345962203,1.1900439075535776,3.8821097818043073,1.1795812751901151,0.8899979343110926,4.455594230038709,ST,1,25
T096,16273.375357142937,65.56059067,185.32273513800004,35.91129728270248,7.770822129,3434.6846288058446,0.6044054525187651,0.24443443675006687,1.0416343158004864,0.5101723060445096,0.7848999866021622,0.12296174898899408,1.338416380112745,1.104604741664185,21.408390107780253,70.5952381,12.880490083587208,2.576885363114193,1.6739379359043458,0.9409738330278764,0.15557473673880004,0.5803143287730218,0.41736081460502894,ST,1,26
T098,14137.534424242365,100.26831952848703,334.3358257577034,124.6370342306487,22.816034826039317,4590.426998095623,0.5826035758434309,0.6348167469919906,1.227868456122988,0.24056865239462544,0.9302128439472311,0.22078732570864118,1.184164985131816,1.234356041562336,19.411459969376384,85.57575757575758,34.602866461421065,6.078456963031504,2.1421242314925704,2.845512473961419,0.25510679228279187,0.49919191919191924,0.8435373042818909,ST,1,27
T099,19899.69594252877,43.64161548192231,259.7788995322981,234.03840592874928,24.417916411958227,25992.58442314744,0.7437467633719307,3.656836570436263,0.90552152,0.49396222606652773,0.8869253839536053,0.7144991609708826,0.9729766441901829,3.2131961021975064,11.733443886718549,143.51724137931035,61.49361869721661,6.185695301710729,1.3774198524379577,6.111398529157278,3.8786073478408167,0.8105047919767425,2.1730722302941063,ST,1,28
T106,48966.88679824569,175.71797263224883,598.3049423275876,71.64239619,26.704469311992902,7648.774499381726,0.9285467337753701,0.21518477844123932,1.2422048737630758,0.8219345884460082,0.740624486,0.15418680271446572,1.0639015003242513,0.7210052362713391,17.70631583895016,86.36842105263158,13.917951537492865,2.5315502573652684,1.287813486992654,0.6723261497906233,0.20137940798180495,0.7500979495886118,0.36414137695216114,ST,1,29
T112,44078.47520833325,160.35699879048818,499.3332602343241,297.79017562542003,45.54225805062779,27544.437981131177,1.7681516546019846,5.017455050071036,1.896143940308833,1.5738769999846194,0.9145356962524758,0.19900844662336936,0.8866990217347825,1.2901602180156697,20.721712133259146,77.7,30.604612238181243,5.199550548541551,1.1207676293375712,1.6003531523043337,5.369618164467687,0.9266714853632093,1.5147843703981423,ST,1,30
T114,6116.873891666624,41.55658331,120.93661319072714,55.67931903793537,6.301840842009401,2893.699428874302,0.5731803447827163,1.4508390627540482,1.0329346572434845,0.33479852457189874,0.93609704,0.18209928438793377,1.1005363767230651,1.328619614142731,22.230530576841296,71.3,27.899652140647937,4.967035995038159,1.8979254292763135,2.827854697,0.7280899712356741,0.5484615384615384,1.2100408112643763,ST,1,31
T121,15788.584576923078,83.81659114495308,212.34014704225882,67.28900326147296,9.040334973389298,2353.3874126263036,0.4570348346042118,0.394559432,1.5132244307575606,0.430882171,0.8779735631734431,0.1002329995431985,1.0901117755158674,0.3696930309339181,23.617756834733292,63.82692307692308,15.457228921314645,2.6550711949891608,3.148013800723331,0.8328390507161109,0.16628458496077933,0.3041446300466042,0.21613185364619952,ST,1,32
